date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:28	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-6679c2f9-af1d3936d808f70d;gz%22	https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.0)
00:20:28	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-6679c2f9-485a97cf6183594d;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.0)
00:20:28	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-6679c2f9-14d73550e9eaf98;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.0)
00:20:28	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-6679c2f9-525e6729f273a63c;gz%22	https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.0)
00:20:29	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-6679c2f9-aabde4c3df472fa2;gz%22	https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.0)
00:20:29	459244/459244	---M--	200	added ('OK')	application/font-woff	etag:%22701ec-6679c2f4-30c2e67630be8303;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit.woff?y24e1e	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac.woff	(from https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.2.0)
00:20:29	110793/110793	---M-Z	200	added ('OK')	text/plain	etag:%221b0c9-6676e85d-8ec8e016c5b3e39f;gz%22	https://starcatsolana.xyz/wp-content/uploads/2024/06/photo-1628498188904-036f5e25e93e-scaled.avif	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/uploads/2024/06/photo-1628498188904-036f5e25e93e-scaled.avif	(from https://starcatsolana.xyz/wp-content/uploads/elementor/css/post-8.css?ver=1720625872)
00:20:29	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-6679c2f4-2f5fac0d9ba7894;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.2.0)
00:20:30	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-6679c2f4-71a19179e17027f9;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.2.0)
00:20:30	158/158	---M--	200	added ('OK')	image/png	etag:%229e-6679c2f4-7688edb3b44c41;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.2.0)
00:20:31	148/148	---M--	200	added ('OK')	image/png	etag:%2294-6679c2f4-2d3dd6704760e72;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.2.0)
00:20:31	257/257	---M--	200	added ('OK')	image/svg+xml	etag:%22101-6679c2f4-5e0e47a23efc6669;;;%22	https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	(from https://starcatsolana.xyz/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.2.0)
00:20:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2017:20:31%20GMT	https://starcatsolana.xyz/Trident/	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/Trident/index.html	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=1.0)
00:20:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2017:20:31%20GMT	https://starcatsolana.xyz/GET	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/GET	(from https://starcatsolana.xyz/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/particles.min.js?ver=2.0.0)
00:20:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2017:20:31%20GMT	https://starcatsolana.xyz/Error%20pJS%20-%20No%20image.src	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/Error%20pJS%20-%20No%20image.src	(from https://starcatsolana.xyz/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/particles.min.js?ver=2.0.0)
00:20:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2017:20:32%20GMT	https://starcatsolana.xyz/GET	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/GET	(from https://starcatsolana.xyz/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/particles.min.js?ver=2.0.0)
00:20:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2017:20:32%20GMT	https://starcatsolana.xyz/e	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/e	(from https://starcatsolana.xyz/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.9.24)
00:20:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2017:20:33%20GMT	https://starcatsolana.xyz/-negative.svg	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/-negative.svg	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.22.1)
00:20:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2017:20:33%20GMT	https://starcatsolana.xyz/OPR/	C:/Users/Admin/Downloads/sc/starcatsolana.xyz/OPR/index.html	(from https://starcatsolana.xyz/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.22.1)
